Pay Grade/Step,Annual Salary,Class ,Title,Department,Employment Status,EEO Job Cat,EEO Job Cat Desc,Gender,Ethnic Code,Description,Year of Birth,Date Started,FLSA Exempt Y/N
PS0408,58679.5,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1973,03/01/2003,N
PS0507,63065.52,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1970,03/01/2003,N
PS0408,58679.5,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1975,03/01/2003,N
PS0408,58679.5,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,F,01,White (Not of Hispanic Origin),1977,03/01/2003,N
PS0408,58679.5,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1978,03/01/2003,N
PS0506,61313.82,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1970,03/01/2003,N
PS0407,55478.07,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,03,Hispanic,1964,03/01/2003,N
PS0408,58679.5,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1974,03/01/2003,N
PS0408,58679.5,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1978,03/01/2003,N
PS0408,58679.5,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1971,03/01/2003,N
PS0408,57018.76,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1972,03/01/2003,N
PS0604,63662.22,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1973,03/01/2003,N
PS0407,53862.2,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,12/01/2007,N
PS0408,58679.5,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1977,03/01/2003,N
PS0703,67826.72,07355,Police Lieutenant,Police,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1978,03/01/2003,N
PS0408,58679.5,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,04,Asian or Pacific Islander,1976,03/01/2003,N
PS0408,58679.5,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,04,Asian or Pacific Islander,1978,03/01/2003,N
PS0408,58679.5,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1970,03/01/2003,N
PS0408,58679.5,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,04,Asian or Pacific Islander,1973,03/01/2003,N
SR1400,84062.3,03140,Metropolitan Clerk,Metropolitan Clerk,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1975,02/16/2003,Y
NS,29874,09020,Seasonal/Part-time/Temporary,General Sessions Court,Part Time,8,Service Maintenance,F,02,Black,1960,12/01/2014,N
SR0600,37739.79,01461,Dental Asst 1,Health,Full Time,3,Technicians,F,01,White (Not of Hispanic Origin),1952,03/01/2003,N
SR1500,118663.25,10133,Pub Works Asst Dir-F & A,Public Works,Full Time,1,Officials and Administrators,F,01,White (Not of Hispanic Origin),1962,03/01/2003,Y
SR0800,41069.32,02730,Human Resources Analyst 1,Health,Full Time,2,Professionals,F,02,Black,1975,12/22/2004,N
SR1001,43986.4,07722,Exec Asst To Chief-Police/Fire,Police,Full Time,6,Administrative Support,M,02,Black,1978,03/16/2003,N
NS,31266,06554,Deputy-Tax Accounting,Trustee,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1958,07/01/2013,N
SR0904,43804.8,10103,Application Tech 3,Finance,Full Time,3,Technicians,F,01,White (Not of Hispanic Origin),1960,03/11/2003,N
SR1500,98707,07081,Codes Admin Asst Dir,Codes Administration,Full Time,1,Officials and Administrators,M,02,Black,1956,03/16/2003,Y
SR0605,32899.44,04630,Library Assoc 1,Public Library,Full Time,5,Para-Professional,F,01,White (Not of Hispanic Origin),1981,03/24/2003,N
SR1500,116101,06738,Metropolitan Zoning Admin,Codes Administration,Full Time,1,Officials and Administrators,M,01,White (Not of Hispanic Origin),1961,05/09/2012,Y
SR0505,29404.58,07767,Circulation Asst 2,Public Library,Full Time,5,Para-Professional,M,01,White (Not of Hispanic Origin),1950,03/24/2003,N
CA0100,10283.52,10679,Ambassador 1 -MCC,Convention Center Authority,Part Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1946,12/30/2013,N
JS0100,50306.45,07792,Judicial Clerk,State Trial Courts,Full Time,2,Professionals,F,02,Black,1952,03/24/2003,Y
JS0300,59111.36,07791,Judicial Asst 2,State Trial Courts,Full Time,1,Officials and Administrators,F,01,White (Not of Hispanic Origin),1956,03/17/2003,Y
SR1200,61930.91,07245,Admin Svcs Officer 4,General Services,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1956,04/16/2003,Y
SR1300,63782.78,07234,Information Systems Advisor 1,Information Technology Service,Full Time,1,Officials and Administrators,M,01,White (Not of Hispanic Origin),1978,04/08/2013,Y
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,F,01,White (Not of Hispanic Origin),1977,04/01/2003,N
SR0705,36672.57,07365,Police Operations Coord 1,Police,Full Time,6,Administrative Support,M,01,White (Not of Hispanic Origin),1983,04/01/2003,N
SR0706,37751.52,10123,Office Support Spec 1,Sheriff,Full Time,6,Administrative Support,M,01,White (Not of Hispanic Origin),1975,04/01/2003,N
ET0405,49850.26,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1973,04/01/2003,N
SR0807,43145.2,07375,Probation Officer 1,Juvenile Court,Full Time,2,Professionals,M,02,Black,1968,04/01/2003,N
SR0810,46740.28,10124,Office Support Spec 2,Assessor of Property,Full Time,6,Administrative Support,F,02,Black,1972,04/01/2003,N
SR1100,51052.8,07756,Technical Specialist 1,Public Works,Full Time,1,Officials and Administrators,M,01,White (Not of Hispanic Origin),1978,04/07/2003,N
ET0405,49850.26,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,6,Administrative Support,M,01,White (Not of Hispanic Origin),1979,04/01/2003,N
SR0706,37751.52,07711,Sheriff Prisoner Processor 1,Sheriff,Full Time,6,Administrative Support,F,02,Black,1964,03/21/2005,N
SR0701,32356.77,06112,Appraiser Analyst 1,Assessor of Property,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1989,09/01/2013,N
SR066M,34883.54,07737,Cust Svc Field Rep 2,Public Works,Full Time,8,Service Maintenance,M,02,Black,1969,04/01/2003,N
NS,24119.34,07314,Group Care Aide,State Trial Courts,Full Time,8,Service Maintenance,M,02,Black,1939,04/14/2003,N
SR0705,36672.57,10123,Office Support Spec 1,Water Services,Full Time,6,Administrative Support,F,02,Black,1971,04/01/2003,N
SR1400,85436,10318,Deputy Court Admin,State Trial Courts,Full Time,1,Officials and Administrators,F,01,White (Not of Hispanic Origin),1958,08/31/2012,Y
SR0804,39550.12,07752,Police Security Guard 2,Police,Full Time,4,Protective Service Workers,M,02,Black,1958,04/16/2003,N
TG0704,35829.39,07404,Skilled Craft Worker 1,Water Services,Full Time,7,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1964,04/16/2003,N
SR0201,9232.93,05070,Library Page,Public Library,Part Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1996,03/31/2014,N
NS,28293.66,09020,Seasonal/Part-time/Temporary,Health,Part Time,2,Professionals,F,01,White (Not of Hispanic Origin),1960,12/05/2014,N
CO0202,37153.4,06981,Correctional Officer 2,Sheriff,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,11/01/2009,N
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,02/19/2008,N
PS0401,46233.92,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,01/01/2014,N
SR061M,29897.97,07737,Cust Svc Field Rep 2,Water Services,Full Time,8,Service Maintenance,M,02,Black,1987,07/05/2014,N
TG0804,37706.81,07303,Equip Operator 3,Public Works,Full Time,8,Service Maintenance,M,02,Black,1974,04/16/2003,N
SR1001,43986.4,06598,Cust Svc Supv,Public Works,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1982,10/29/2012,N
TG044M,30870.05,07328,Maint & Repair Worker 2,Parks,Full Time,8,Service Maintenance,M,01,White (Not of Hispanic Origin),1949,04/16/2003,N
PS0502,51233.06,07344,Paramedic 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,05/16/2013,N
PS0402,49166.11,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,10/01/2012,N
SR1106,56508.4,07376,Program Mgr 1,Sheriff,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1967,05/01/2003,Y
TG0305,28274.46,07280,Custodian 1,Public Library,Full Time,8,Service Maintenance,M,02,Black,1954,05/01/2003,N
SR0804,39550.12,10124,Office Support Spec 2,General Services,Full Time,6,Administrative Support,M,02,Black,1961,04/16/2003,N
SR1400,75043.13,07159,Div Mgr-Sheriff,Sheriff,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1963,05/01/2003,Y
SR1200,54282.61,07783,Info Systems App Analyst 3,Information Technology Service,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1973,05/01/2003,Y
SR0601,29027.16,01472,Human Resources Asst 1,Fire,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1976,03/16/2014,N
SR1200,56819.6,07757,Technical Specialist 2,Water Services,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1971,05/01/2003,Y
TG0905,41099.75,03020,Masonry Worker,Water Services,Full Time,7,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1976,05/01/2003,N
MAC07C,33689.58,10227,Family Svcs Spec 2,Metro Action Commission,Full Time,5,Para-Professional,F,02,Black,1963,06/11/2007,N
NS,29801.11,06788,Deputy Clerk 2,County Clerk,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1962,05/25/2006,N
SR0610,37739.79,02675,Appraiser 1,Assessor of Property,Full Time,1,Officials and Administrators,M,02,Black,1949,05/01/2003,N
SR0901,39821.99,07345,Parts Supv,Public Works,Full Time,6,Administrative Support,M,01,White (Not of Hispanic Origin),1984,05/01/2003,N
SR1300,75750,06861,Planner 3,Planning Commission,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1976,05/01/2003,Y
CA0400,40040,10695,Adm Asst/Sales-MCC,Convention Center Authority,Full Time,6,Administrative Support,F,02,Black,1961,04/28/2003,N
SR1000,47191.13,10475,Information Sys Oper Analyst 1,Information Technology Service,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1958,05/01/2003,N
NS,0,01743,Election Commissioner,Election Commission,Part Time,1,Officials and Administrators,M,02,Black,1949,04/01/2003,Y
TG0802,34924.61,07303,Equip Operator 3,Public Works,Full Time,8,Service Maintenance,M,02,Black,1980,09/30/2013,N
SR0401,11092.22,10120,Office Support Rep 1,Parks,Part Time,6,Administrative Support,F,02,Black,1967,02/27/2015,N
CA0400,35360,10709,Exhib Srvs Rep 2-MCC,Convention Center Authority,Full Time,6,Administrative Support,M,02,Black,1972,05/01/2003,N
SR0401,8320.67,06084,Concessions Clerk 1,Parks,Part Time,6,Administrative Support,M,01,White (Not of Hispanic Origin),1943,04/02/2014,N
PS0403,49315.3,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,10/16/2010,N
PS0405,50870.57,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,09/01/2006,N
PS0402,46383.12,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,10/01/2012,N
SR0702,33435.72,10614,Security Officer 2,Sheriff,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1992,05/23/2011,N
NS,48860.77,07792,Judicial Clerk,State Trial Courts,Full Time,2,Professionals,M,02,Black,1970,09/01/2014,Y
SR0602,29995.23,10613,Security Officer 1,Sheriff,Full Time,6,Administrative Support,M,02,Black,1983,01/13/2011,N
CO0102,33435.72,06982,Correctional Officer 1,Sheriff,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,10/01/2013,N
PS0502,51233.06,07344,Paramedic 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,05/16/2013,N
NS,5252,09020,Seasonal/Part-time/Temporary,Assessor of Property,Seasonal,8,Service Maintenance,M,01,White (Not of Hispanic Origin),1989,08/18/2014,N
ET0302,41149.36,10409,Emer Telecommunications Off 3,Emergency Communication Center,Full Time,6,Administrative Support,M,01,White (Not of Hispanic Origin),1992,10/17/2011,N
SR0705,36672.57,07353,Police Identification Spec 1,Police,Full Time,3,Technicians,M,02,Black,1983,05/16/2003,N
TG062M,32291.24,07329,Maint & Repair Worker 3,Parks,Full Time,8,Service Maintenance,M,01,White (Not of Hispanic Origin),1980,10/21/2011,N
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,02/16/2008,N
CO0103,34514.67,06982,Correctional Officer 1,Sheriff,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,06/16/2008,N
PS0402,49166.11,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,01/01/2013,N
PS0401,44887.3,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,10/01/2013,N
CA0100,24024,10674,Set Up Staff-Convention Ctr,Convention Center Authority,Full Time,8,Service Maintenance,M,02,Black,1990,03/17/2014,N
SR0701,15854.68,07189,Sheriff-Teacher,Sheriff,Part Time,6,Administrative Support,M,02,Black,1948,08/26/2014,N
NS,70380,,.,Circuit Court Satellite,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1958,11/01/2002,N
SR0801,35955.04,10102,Application Tech 2,Finance,Full Time,6,Administrative Support,F,02,Black,1987,03/10/2010,N
PS0402,46383.12,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,F,01,White (Not of Hispanic Origin),1984,12/01/2005,N
PS0402,49166.11,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,02,Black,1985,07/01/2012,N
SR0602,29995.23,07796,Police Operations Asst 3,Police,Full Time,6,Administrative Support,M,01,White (Not of Hispanic Origin),1988,10/01/2011,N
CA0200,27976,10710,Security & Parking Off 2-MCC,Convention Center Authority,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,06/05/2006,N
PS0402,46383.12,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,10/01/2012,N
PS0503,56058.74,07344,Paramedic 2,Fire,Full Time,3,Technicians,F,01,White (Not of Hispanic Origin),1983,10/16/2009,N
SR0203,9847.51,05070,Library Page,Public Library,Part Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1996,07/09/2012,N
SR0508,31998.54,07363,Police Operations Asst 2,Police,Full Time,6,Administrative Support,M,02,Black,1981,02/06/2006,N
PS0402,49166.11,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,05/16/2012,N
NS,19695,09020,Seasonal/Part-time/Temporary,Election Commission,Part Time,6,Administrative Support,F,02,Black,1988,11/19/2013,N
PS0201,36471.06,03257,Police Officer Trainee,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,06/30/2014,N
NS,26967.35,10120,Office Support Rep 1,Juvenile Court Clerk,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1990,01/06/2014,N
SR0601,29027.16,04630,Library Assoc 1,Public Library,Full Time,5,Para-Professional,F,02,Black,1990,08/16/2011,N
CO0103,34514.67,06982,Correctional Officer 1,Sheriff,Full Time,4,Protective Service Workers,M,02,Black,1985,11/01/2009,N
SR0503,27675.28,07767,Circulation Asst 2,Public Library,Full Time,5,Para-Professional,M,02,Black,1984,10/20/2008,N
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,02,Black,1985,08/01/2010,N
NS,24119.34,07314,Group Care Aide,State Trial Courts,Full Time,8,Service Maintenance,F,02,Black,1961,02/28/2014,N
SR0600,30595.14,10122,Office Support Rep 3,Health,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1981,11/22/2010,N
TG1101,38611.6,06184,Indust Mechanic 1,Water Services,Full Time,7,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1988,02/28/2015,N
SR0702,25077,06880,Recreation Leader,Parks,Part Time,5,Para-Professional,F,02,Black,1988,11/01/2013,N
SR0501,25945.97,07363,Police Operations Asst 2,Police,Full Time,6,Administrative Support,F,02,Black,1990,10/16/2013,N
NS,1040,09020,Seasonal/Part-time/Temporary,State Fair Board,Seasonal,8,Service Maintenance,F,01,White (Not of Hispanic Origin),1990,07/18/2014,N
SR0901,39821.99,06865,Planning Tech 3,Planning Commission,Full Time,3,Technicians,F,01,White (Not of Hispanic Origin),1986,07/19/2012,Y
RP1001,9364.99,09102,Part Time Worker 3,Parks,Part Time,5,Para-Professional,F,01,White (Not of Hispanic Origin),1994,05/03/2013,N
SR0501,1934.87,10121,Office Support Rep 2,Sheriff,Intern / Student,6,Administrative Support,F,01,White (Not of Hispanic Origin),1994,09/08/2014,N
SR0701,32356.77,07353,Police Identification Spec 1,Police,Full Time,6,Administrative Support,F,02,Black,1988,03/16/2010,N
PS0403,49315.3,10125,Paramedic 1,Fire,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1981,10/16/2009,N
TG062M,32291.24,07329,Maint & Repair Worker 3,Parks,Full Time,8,Service Maintenance,M,01,White (Not of Hispanic Origin),1983,07/15/2013,N
PS0402,46383.12,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,10/01/2012,N
SR0503,15775.59,06771,Nutrition Site Coord,Social Services,Part Time,5,Para-Professional,M,01,White (Not of Hispanic Origin),1960,11/15/2010,N
NS,27500,02935,License Inspector 1,County Clerk,Full Time,6,Administrative Support,F,02,Black,1993,09/03/2013,N
ET0101,29027.16,10407,Emer Telecommunications Off 1,Emergency Communication Center,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1995,10/06/2014,N
SP0103,8763.3,03445,School Crossing Guard,Police,Part Time,4,Protective Service Workers,F,01,White (Not of Hispanic Origin),1969,09/13/2011,N
PS0403,50751.67,01818,Emerg Medical Tech 2,Fire,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1983,10/16/2009,N
SR0608,35803.65,01340,Ct Clerk,Circuit Court Clerk,Full Time,6,Administrative Support,M,01,White (Not of Hispanic Origin),1987,09/19/2011,N
NS,2080,09020,Seasonal/Part-time/Temporary,State Fair Board,Seasonal,8,Service Maintenance,M,01,White (Not of Hispanic Origin),1986,08/15/2014,N
PS0402,49166.11,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,10/01/2012,N
