|Department|Title|Pay Grade|Annual Salary|Ethnic Code|Description|Gender|Year of Birth|EEO Job description
6046|Police|Police Officer 2|PS04|48,679.31|01|White (Not of Hispanic Origin)|M|1988|Protective Service Workers
6049|Police|Police Officer 2|PS04|48,679.31|02|Black|M|1986|Protective Service Workers
6050|Police|Police Officer 2|PS04|45,923.88|01|White (Not of Hispanic Origin)|M|1980|Protective Service Workers
6051|Police|Police Officer 2|PS04|45,923.88|01|White (Not of Hispanic Origin)|M|1982|Protective Service Workers
6052|Police|Police Officer 2|PS04|48,679.31|01|White (Not of Hispanic Origin)|M|1986|Protective Service Workers
6053|Police|Police Officer 2|PS04|45,923.88|04|Asian or Pacific Islander|M|1987|Protective Service Workers
6054|Police|Police Officer 2|PS04|45,923.88|01|White (Not of Hispanic Origin)|M|1985|Protective Service Workers
6055|Police|Police Officer 2|PS04|47,301.60|01|White (Not of Hispanic Origin)|M|1988|Protective Service Workers
6056|Police|Police Officer 2|PS04|47,301.60|01|White (Not of Hispanic Origin)|M|1986|Protective Service Workers
6057|Police|Police Officer 2|PS04|48,679.31|01|White (Not of Hispanic Origin)|M|1988|Protective Service Workers
6058|Police|Police Officer 2|PS04|48,679.31|01|White (Not of Hispanic Origin)|M|1989|Protective Service Workers
6059|Police|Police Officer 2|PS04|47,301.60|01|White (Not of Hispanic Origin)|M|1988|Protective Service Workers
6060|Police|Police Officer 2|PS04|48,679.31|01|White (Not of Hispanic Origin)|M|1984|Protective Service Workers
6061|Police|Police Officer 2|PS04|47,301.60|01|White (Not of Hispanic Origin)|M|1982|Protective Service Workers
6062|Police|Police Officer 2|PS04|48,679.31|01|White (Not of Hispanic Origin)|F|1986|Protective Service Workers
6063|Police|Police Officer 2|PS04|45,923.88|01|White (Not of Hispanic Origin)|M|1989|Protective Service Workers
6064|Police|Police Officer 2|PS04|48,679.31|01|White (Not of Hispanic Origin)|M|1979|Protective Service Workers
6065|Police|Police Officer 2|PS04|48,679.31|01|White (Not of Hispanic Origin)|M|1987|Protective Service Workers
6066|Police|Police Officer 2|PS04|45,923.88|01|White (Not of Hispanic Origin)|M|1969|Protective Service Workers
6067|Police|Police Officer 2|PS04|48,679.31|01|White (Not of Hispanic Origin)|M|1984|Protective Service Workers
6068|Police|Police Officer 2|PS04|48,679.31|01|White (Not of Hispanic Origin)|M|1985|Protective Service Workers
6069|Police|Police Officer 2|PS04|45,923.88|01|White (Not of Hispanic Origin)|M|1984|Protective Service Workers
6078|Police|Police Officer 2|PS04|45,905.60|01|White (Not of Hispanic Origin)|M|1986|Protective Service Workers
6094|Police|Police Officer 2|PS04|48,679.31|99|Unknown|M|1988|Protective Service Workers
6096|Police|Police Officer 2|PS04|48,679.31|01|White (Not of Hispanic Origin)|F|1989|Protective Service Workers
6097|Police|Police Officer 2|PS04|48,679.31|01|White (Not of Hispanic Origin)|M|1987|Protective Service Workers
6098|Police|Police Officer 2|PS04|48,679.31|01|White (Not of Hispanic Origin)|M|1989|Protective Service Workers
6099|Police|Police Officer 2|PS04|48,679.31|01|White (Not of Hispanic Origin)|M|1987|Protective Service Workers
6100|Police|Police Officer 2|PS04|47,301.60|01|White (Not of Hispanic Origin)|M|1985|Protective Service Workers
6101|Police|Police Officer 2|PS04|45,923.88|01|White (Not of Hispanic Origin)|M|1987|Protective Service Workers
6102|Police|Police Officer 2|PS04|45,923.88|01|White (Not of Hispanic Origin)|M|1985|Protective Service Workers
6103|Police|Police Officer 2|PS04|48,679.31|01|White (Not of Hispanic Origin)|M|1979|Protective Service Workers
6104|Police|Police Officer 2|PS04|48,679.31|01|White (Not of Hispanic Origin)|M|1986|Protective Service Workers
6105|Police|Police Officer 2|PS04|48,679.31|01|White (Not of Hispanic Origin)|M|1988|Protective Service Workers
6106|Police|Police Officer 2|PS04|47,301.60|01|White (Not of Hispanic Origin)|M|1988|Protective Service Workers
6107|Police|Police Officer 2|PS04|48,679.31|01|White (Not of Hispanic Origin)|M|1982|Protective Service Workers
6108|Police|Police Officer 2|PS04|48,679.31|01|White (Not of Hispanic Origin)|M|1990|Protective Service Workers
6109|Police|Police Officer 2|PS04|45,923.88|01|White (Not of Hispanic Origin)|M|1979|Protective Service Workers
6110|Police|Police Officer 2|PS04|45,923.88|01|White (Not of Hispanic Origin)|M|1970|Protective Service Workers
6111|Police|Police Officer 2|PS04|48,679.31|01|White (Not of Hispanic Origin)|F|1987|Protective Service Workers
6112|Police|Police Officer 2|PS04|48,679.31|01|White (Not of Hispanic Origin)|M|1977|Protective Service Workers
6113|Police|Police Officer 2|PS04|48,679.31|01|White (Not of Hispanic Origin)|M|1985|Protective Service Workers
6114|Police|Police Officer 2|PS04|45,923.88|01|White (Not of Hispanic Origin)|M|1986|Protective Service Workers
4257|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1972|Protective Service Workers
4669|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1956|Protective Service Workers
4780|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1985|Protective Service Workers
4808|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1970|Protective Service Workers
4863|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1975|Protective Service Workers
4954|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|F|1978|Protective Service Workers
4956|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1986|Protective Service Workers
4994|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1986|Protective Service Workers
5023|Police|Police Officer 2|PS04|48,827.03|01|White (Not of Hispanic Origin)|M|1982|Protective Service Workers
5054|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|F|1977|Protective Service Workers
5057|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1980|Protective Service Workers
5081|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1986|Protective Service Workers
5128|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1984|Protective Service Workers
5130|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1973|Protective Service Workers
5136|Police|Police Officer 2|PS04|50,249.17|02|Black|M|1980|Protective Service Workers
5154|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1968|Protective Service Workers
5160|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1981|Protective Service Workers
5163|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1981|Protective Service Workers
5170|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1963|Protective Service Workers
5234|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1982|Protective Service Workers
5265|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1973|Protective Service Workers
5272|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1980|Protective Service Workers
5307|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1980|Protective Service Workers
5370|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1980|Protective Service Workers
5381|Police|Police Officer 2|PS04|50,249.17|99|Unknown|M|1985|Protective Service Workers
5398|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1977|Protective Service Workers
5401|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1983|Protective Service Workers
5407|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1981|Protective Service Workers
5409|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1971|Protective Service Workers
5411|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1981|Protective Service Workers
5414|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1967|Protective Service Workers
5415|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1982|Protective Service Workers
5416|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1983|Protective Service Workers
5420|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1986|Protective Service Workers
5421|Police|Police Officer 2|PS04|50,249.17|04|Asian or Pacific Islander|M|1981|Protective Service Workers
5422|Police|Police Officer 2|PS04|50,248.64|01|White (Not of Hispanic Origin)|M|1981|Protective Service Workers
5431|Police|Police Officer 2|PS04|47,404.88|02|Black|M|1982|Protective Service Workers
5434|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1962|Protective Service Workers
5437|Police|Police Officer 2|PS04|48,827.03|01|White (Not of Hispanic Origin)|M|1979|Protective Service Workers
5438|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1974|Protective Service Workers
5439|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1980|Protective Service Workers
5443|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1982|Protective Service Workers
5444|Police|Police Officer 2|PS04|50,248.64|01|White (Not of Hispanic Origin)|M|1965|Protective Service Workers
5445|Police|Police Officer 2|PS04|50,249.17|02|Black|M|1983|Protective Service Workers
5446|Police|Police Officer 2|PS04|48,827.03|01|White (Not of Hispanic Origin)|M|1982|Protective Service Workers
5447|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1982|Protective Service Workers
5448|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1975|Protective Service Workers
5454|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1979|Protective Service Workers
5457|Police|Police Officer 2|PS04|50,232.00|01|White (Not of Hispanic Origin)|M|1978|Protective Service Workers
5458|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1982|Protective Service Workers
5461|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1983|Protective Service Workers
5462|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1980|Protective Service Workers
5464|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1978|Protective Service Workers
5465|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1984|Protective Service Workers
5466|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1978|Protective Service Workers
5467|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1983|Protective Service Workers
5468|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1983|Protective Service Workers
5469|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1973|Protective Service Workers
5470|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1984|Protective Service Workers
5471|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1982|Protective Service Workers
5472|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1981|Protective Service Workers
5473|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1980|Protective Service Workers
5474|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1982|Protective Service Workers
5475|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1981|Protective Service Workers
5476|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1969|Protective Service Workers
5477|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1974|Protective Service Workers
5478|Police|Police Officer 2|PS04|48,827.03|01|White (Not of Hispanic Origin)|M|1986|Protective Service Workers
5479|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1984|Protective Service Workers
5480|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1981|Protective Service Workers
5482|Police|Police Officer 2|PS04|48,827.03|01|White (Not of Hispanic Origin)|M|1983|Protective Service Workers
5484|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1984|Protective Service Workers
5485|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1977|Protective Service Workers
5486|Police|Police Officer 2|PS04|48,827.03|01|White (Not of Hispanic Origin)|M|1981|Protective Service Workers
5487|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1968|Protective Service Workers
5490|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1986|Protective Service Workers
5501|Police|Police Officer 2|PS04|48,827.03|01|White (Not of Hispanic Origin)|M|1983|Protective Service Workers
5502|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1984|Protective Service Workers
5503|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1986|Protective Service Workers
5504|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1984|Protective Service Workers
5505|Police|Police Officer 2|PS04|47,404.88|02|Black|M|1981|Protective Service Workers
5507|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1983|Protective Service Workers
5509|Police|Police Officer 2|PS04|48,827.03|01|White (Not of Hispanic Origin)|M|1985|Protective Service Workers
5510|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1968|Protective Service Workers
5511|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1973|Protective Service Workers
5512|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1962|Protective Service Workers
5513|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1972|Protective Service Workers
5514|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1983|Protective Service Workers
5516|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1985|Protective Service Workers
5517|Police|Police Officer 2|PS04|47,404.88|05|American Indian/Alaskan Native|M|1983|Protective Service Workers
5518|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1983|Protective Service Workers
5519|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1983|Protective Service Workers
5524|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1974|Protective Service Workers
5525|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1983|Protective Service Workers
5527|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1981|Protective Service Workers
5528|Police|Police Officer 2|PS04|47,404.88|02|Black|M|1980|Protective Service Workers
5529|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1973|Protective Service Workers
5530|Police|Police Officer 2|PS04|48,827.03|01|White (Not of Hispanic Origin)|M|1970|Protective Service Workers
5532|Police|Police Officer 2|PS04|48,827.03|01|White (Not of Hispanic Origin)|M|1983|Protective Service Workers
5547|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1985|Protective Service Workers
5548|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1962|Protective Service Workers
5550|Police|Police Officer 2|PS04|50,249.17|04|Asian or Pacific Islander|M|1982|Protective Service Workers
5551|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1960|Protective Service Workers
5552|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1985|Protective Service Workers
5553|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1984|Protective Service Workers
5554|Police|Police Officer 2|PS04|48,827.03|01|White (Not of Hispanic Origin)|M|1986|Protective Service Workers
5555|Police|Police Officer 2|PS04|47,404.88|01|White (Not of Hispanic Origin)|M|1983|Protective Service Workers
5556|Police|Police Officer 2|PS04|48,827.03|02|Black|M|1977|Protective Service Workers
5558|Police|Police Officer 2|PS04|50,249.17|01|White (Not of Hispanic Origin)|M|1982|Protective Service Workers
