Address Number|Pay Grade/Step|Annual Salary|Class #|Class # Description|Current Dept|Department|Employment Status|Employment Status Description|EEO Job Cat|EEO Job Cat Description|Gender|Ethnic Code|Description|Year of Birth
382586|NS| $11,440.00 |09020|Seasonal/Part-time/Temporary|028|State Trial Courts|P|Part Time|008|Service Maintenance|M|02|Black|1946
382587|NS| $71,916.00 |01503|Deputy Trustee|017|Trustee|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1957
382593|SR0610| $37,739.79 |04630|Library Assoc 1|039|Public Library|F|Full Time|005|Para-Professional|M|01|White (Not of Hispanic Origin)|1956
382598|SR1100| $52,801.09 |10484|Waste Management Supervsior|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1974
382607|SR1100| $59,396.01 |07756|Technical Specialist 1|010|General Services|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1973
382610|SR0410| $30,050.67 |02900|Circulation Asst 1|039|Public Library|F|Full Time|005|Para-Professional|F|01|White (Not of Hispanic Origin)|1953
382615|SR0708| $39,909.42 |05995|Library Performing Artist 2|039|Public Library|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1969
382617|TG0805| $39,086.61 |07303|Equip Operator 3|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1968
382628|TG0804| $37,706.81 |07303|Equip Operator 3|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1969
382632|NS| $46,302.00 |06554|Deputy-Tax Accounting|017|Trustee|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1961
382639|SR0907| $47,786.18 |10116|Library Assoc 3|039|Public Library|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1947
382648|JS0300| $59,111.36 |07791|Judicial Asst 2|028|State Trial Courts|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1953
382654|SR0606| $33,867.51 |07768|Circulation Supv|039|Public Library|F|Full Time|005|Para-Professional|F|02|Black|1960
382690|SR0209| $11,932.96 |05070|Library Page|039|Public Library|P|Part Time|005|Para-Professional|F|01|White (Not of Hispanic Origin)|1942
382702|TG045M| $32,058.27 |07328|Maint & Repair Worker 2|042|Public Works|F|Full Time|007|Skilled Craft Workers|M|02|Black|1975
382703|HD0300| $50,414.71 |10758|Public Health Nurse 1|038|Health|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1968
382709|SR0709| $40,988.37 |02901|Library Assoc 2|039|Public Library|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1967
382710|TL1105| $49,582.09 |04810|Signal Tech 3|042|Public Works|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1948
382720|SR1200| $67,018.46 |07245|Admin Svcs Officer 4|028|State Trial Courts|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1959
382742|SR1005| $49,850.26 |03455|Human Resources Analyst 2|039|Public Library|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1963
382744|SR0507| $31,133.89 |07767|Circulation Asst 2|039|Public Library|F|Full Time|005|Para-Professional|F|02|Black|1968
382748|SR0607| $34,835.58 |07768|Circulation Supv|039|Public Library|F|Full Time|005|Para-Professional|F|01|White (Not of Hispanic Origin)|1964
382751|TL0905| $45,193.89 |10168|Water Maint Leader 2|065|Water Services|F|Full Time|008|Service Maintenance|M|02|Black|1966
382764|TG045M| $32,058.27 |07328|Maint & Repair Worker 2|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1961
382774|SR0508| $31,998.54 |07767|Circulation Asst 2|039|Public Library|F|Full Time|005|Para-Professional|M|01|White (Not of Hispanic Origin)|1952
382781|SR0710| $42,067.32 |07250|Automotive Svc Writer|010|General Services|F|Full Time|005|Para-Professional|M|01|White (Not of Hispanic Origin)|1970
382791|SR0506| $30,269.23 |07767|Circulation Asst 2|039|Public Library|F|Full Time|005|Para-Professional|M|02|Black|1978
382798|TG0705| $37,163.95 |06827|Equip Operator 2|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1961
382810|SR0803| $38,351.76 |10124|Office Support Spec 2|065|Water Services|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1961
382814|SR1400| $86,536.80 |06606|Engineer 3|065|Water Services|F|Full Time|002|Professionals|F|02|Black|1959
382815|SR1008| $54,248.15 |07323|Librarian 2|039|Public Library|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1961
382818|SR0807| $43,145.20 |10124|Office Support Spec 2|042|Public Works|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1958
382820|TG1105| $44,990.31 |04930|Signal Tech 2|042|Public Works|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1964
382821|TS1102| $52,273.82 |07324|Maint & Repair District Supv|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1961
382826|TL0905| $45,193.89 |10168|Water Maint Leader 2|065|Water Services|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1964
382831|TG035M| $29,122.69 |02799|Maint & Repair Worker 1|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1972
382833|SR1100| $59,285.01 |07756|Technical Specialist 1|042|Public Works|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1956
382836|SR0510| $33,727.85 |07767|Circulation Asst 2|039|Public Library|F|Full Time|005|Para-Professional|F|02|Black|1956
382842|JS0200| $54,076.41 |07790|Judicial Asst 1|028|State Trial Courts|F|Full Time|001|Officials and Administrators|M|02|Black|1951
382855|SR1100| $62,965.04 |07756|Technical Specialist 1|042|Public Works|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1964
382860|TG045M| $32,058.27 |07328|Maint & Repair Worker 2|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1960
382861|SR1100| $62,965.04 |07756|Technical Specialist 1|042|Public Works|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1954
382871|TG045M| $32,058.27 |07328|Maint & Repair Worker 2|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1955
382875|SR1007| $52,782.19 |07323|Librarian 2|039|Public Library|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1968
382884|PS0508| $62,982.76 |07344|Paramedic 2|032|Fire|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1975
382892|SR0907| $47,786.18 |10578|Sheriff Case Worker 2|030|Sheriff|F|Full Time|002|Professionals|F|02|Black|1959
382909|JS0300| $57,936.05 |07791|Judicial Asst 2|028|State Trial Courts|F|Full Time|001|Officials and Administrators|F|01|White (Not of Hispanic Origin)|1958
382922|TG035M| $29,122.69 |02799|Maint & Repair Worker 1|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1951
382930|SR1100| $59,385.16 |10476|Information Sys Oper Anal 2|014|Information Technology Service|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1961
382936|TG0705| $37,163.95 |06827|Equip Operator 2|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1961
382937|| $6,827.60 |09020|Seasonal/Part-time/Temporary|017|Trustee|S|Seasonal|006|Administrative Support|M|02|Black|1935
382946|HD0300| $34,836.73 |10758|Public Health Nurse 1|038|Health|P|Part Time|002|Professionals|F|02|Black|1953
382955|SR0608| $35,803.65 |04630|Library Assoc 1|039|Public Library|F|Full Time|005|Para-Professional|M|01|White (Not of Hispanic Origin)|1945
382965|SR0902| $41,149.36 |10119|Office Support Mgr|039|Public Library|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1969
382973|SR1008| $54,248.15 |07323|Librarian 2|039|Public Library|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1963
382978|SR1003| $46,918.33 |07300|Engineering Tech 3|042|Public Works|F|Full Time|003|Technicians|F|02|Black|1964
382980|SR0604| $31,931.37 |00090|Extension Agent 3|035|Agricultural Extension|F|Full Time|002|Professionals|F|02|Black|1953
382985|NS| $54,759.30 |07790|Judicial Asst 1|028|State Trial Courts|F|Full Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1955
382991|TL0903| $41,936.67 |07326|Maint & Repair Leader 2|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1965
382992|TG0505| $33,250.76 |04160|Sanitation Worker|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1961
382998|TG0705| $37,163.36 |07404|Skilled Craft Worker 1|042|Public Works|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1978
383023|SR1400| $91,631.51 |06606|Engineer 3|042|Public Works|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1945
383037|SR0901| $39,821.99 |06034|Program Coord|040|Parks|F|Full Time|002|Professionals|M|02|Black|1985
383041|SR1001| $43,986.40 |06598|Cust Svc Supv|033|Codes Administration|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1966
383046|TG0805| $39,086.61 |07303|Equip Operator 3|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1958
383048|TS0705| $50,645.20 |07397|Sanitation Supv|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1956
383070|TG0805| $39,086.61 |07303|Equip Operator 3|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1960
383071|SR1400| $85,994.02 |06606|Engineer 3|042|Public Works|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1973
383085|TL0904| $43,542.66 |07326|Maint & Repair Leader 2|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1965
383088|NS| $47,513.09 |10518|CSC Coordinator|028|State Trial Courts|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1957
383089|SR0804| $39,550.12 |07784|Info Systems App Tech 1|039|Public Library|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1969
383093|SR1108| $59,736.72 |07413|Technical Svcs Coord|065|Water Services|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1966
383095|SR0809| $45,541.92 |10124|Office Support Spec 2|042|Public Works|F|Full Time|006|Administrative Support|M|01|White (Not of Hispanic Origin)|1969
383113|SR1200| $54,339.95 |07377|Program Mgr 2|039|Public Library|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1960
383122|SR1300| $74,650.16 |07755|Waste Mgmt Supt|042|Public Works|F|Full Time|001|Officials and Administrators|M|01|White (Not of Hispanic Origin)|1960
383127|SR0507| $31,133.89 |07767|Circulation Asst 2|039|Public Library|F|Full Time|005|Para-Professional|M|05|American Indian/Alaskan Native|1954
383128|SR0703| $34,514.67 |10614|Security Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1977
383140|TG0803| $36,349.64 |07303|Equip Operator 3|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1972
383149|SR0801| $35,955.04 |10124|Office Support Spec 2|065|Water Services|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1964
383150|TG1104| $43,452.19 |06186|Treatment Plant Tech 2|065|Water Services|F|Full Time|007|Skilled Craft Workers|M|02|Black|1968
383152|| $5,908.50 |09020|Seasonal/Part-time/Temporary|017|Trustee|P|Part Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1936
383165|SR1103| $51,665.92 |07756|Technical Specialist 1|065|Water Services|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1972
383179|SP0102| $8,484.84 |03445|School Crossing Guard|031|Police|P|Part Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1948
383190|TL0704| $39,267.57 |07325|Maint & Repair Leader 1|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1958
383198|SR0708| $39,909.42 |10100|Application Tech 1|039|Public Library|F|Full Time|005|Para-Professional|F|01|White (Not of Hispanic Origin)|1956
383223|SR1300| $69,969.33 |07242|Admin Svcs Mgr|042|Public Works|F|Full Time|001|Officials and Administrators|M|01|White (Not of Hispanic Origin)|1958
383228|NS| $38,754.00 |06554|Deputy-Tax Accounting|017|Trustee|F|Full Time|002|Professionals|F|02|Black|1943
383232|SR0507| $31,133.89 |07767|Circulation Asst 2|039|Public Library|F|Full Time|005|Para-Professional|M|01|White (Not of Hispanic Origin)|1966
383239|TL0704| $39,267.57 |07325|Maint & Repair Leader 1|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1977
383243|TL0903| $41,936.67 |07326|Maint & Repair Leader 2|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1974
383245|NS| $32,701.30 |10121|Office Support Rep 2|060|Farmer's Market|F|Full Time|006|Administrative Support|F|02|Black|1958
383248|TG0505| $33,250.76 |06826|Equip Operator 1|039|Public Library|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1955
383250|SR1010| $57,180.08 |07300|Engineering Tech 3|042|Public Works|F|Full Time|003|Technicians|M|02|Black|1959
383255|SR1400| $82,775.06 |06606|Engineer 3|042|Public Works|F|Full Time|002|Professionals|M|02|Black|1961
383257|SR1300| $70,263.11 |07755|Waste Mgmt Supt|042|Public Works|F|Full Time|001|Officials and Administrators|M|01|White (Not of Hispanic Origin)|1979
383278|NS| $50,568.00 |01503|Deputy Trustee|017|Trustee|F|Full Time|001|Officials and Administrators|F|02|Black|1955
383280|SR1006| $51,316.22 |10156|Safety Insp 2|042|Public Works|F|Full Time|001|Officials and Administrators|F|01|White (Not of Hispanic Origin)|1960
383284|NS| $16,769.13 |09020|Seasonal/Part-time/Temporary|042|Public Works|P|Part Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1953
383286|HD0600| $85,980.03 |06489|Public Hlth Nurse Practitioner|038|Health|F|Full Time|002|Professionals|F|02|Black|1959
383293|SR0607| $34,835.58 |10613|Security Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|02|Black|1971
383295|SR0508| $31,998.54 |05910|Mail Clerk Carrier|010|General Services|F|Full Time|006|Administrative Support|M|01|White (Not of Hispanic Origin)|1953
383298|TG0805| $39,086.61 |07303|Equip Operator 3|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1953
383314|TL0701| $16,438.60 |07325|Maint & Repair Leader 1|042|Public Works|P|Part Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1955
383317|TL0905| $45,193.89 |07326|Maint & Repair Leader 2|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1962
383327|SR1100| $60,258.16 |07720|Admin Spec|042|Public Works|F|Full Time|006|Administrative Support|F|02|Black|1952
383331|TG0705| $37,163.95 |06827|Equip Operator 2|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1973
383341|SR1008| $54,248.15 |07300|Engineering Tech 3|042|Public Works|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1964
383342|TG0704| $35,829.39 |06827|Equip Operator 2|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1960
383359|SR1008| $54,248.15 |07244|Admin Svcs Officer 3|003|Metropolitan Clerk|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1959
383365|TS0305| $42,728.36 |05460|Custodial Svcs Supv|039|Public Library|F|Full Time|008|Service Maintenance|F|02|Black|1955
383371|TS1002| $50,486.87 |07401|Signal Maint Supv|042|Public Works|F|Full Time|001|Officials and Administrators|M|01|White (Not of Hispanic Origin)|1974
383381|SR0510| $33,727.85 |07767|Circulation Asst 2|039|Public Library|F|Full Time|005|Para-Professional|M|01|White (Not of Hispanic Origin)|1959
383382|TS1305| $63,402.64 |00842|Bldg Maint Supt|039|Public Library|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1959
383384|TG0705| $37,163.95 |06827|Equip Operator 2|065|Water Services|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1953
383392|TG065M| $36,182.04 |10166|Water Maint Tech 3|065|Water Services|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1956
383396|TG0805| $39,086.61 |07303|Equip Operator 3|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1976
383403|JS0200| $56,250.62 |07790|Judicial Asst 1|028|State Trial Courts|F|Full Time|001|Officials and Administrators|M|02|Black|1950
383404|TG0805| $39,086.61 |07303|Equip Operator 3|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1976
383409|TG0702| $33,250.76 |06827|Equip Operator 2|065|Water Services|F|Full Time|008|Service Maintenance|M|02|Black|1965
383416|SR1008| $54,248.15 |07300|Engineering Tech 3|065|Water Services|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1958
383421|TL0904| $43,542.66 |07325|Maint & Repair Leader 1|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1965
383432|JS0300| $59,418.51 |07791|Judicial Asst 2|028|State Trial Courts|F|Full Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1965
383448|SR1100| $57,294.06 |07756|Technical Specialist 1|010|General Services|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1966
390539|SR1400| $80,192.36 |06232|Finance Mgr|015|Finance|F|Full Time|001|Officials and Administrators|M|01|White (Not of Hispanic Origin)|1964
390636|SR1002| $45,452.36 |07779|Info Systems App Analyst 1|005|Election Commission|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1978
390683|SR1200| $55,084.81 |10152|Finance Officer 3|065|Water Services|F|Full Time|002|Professionals|M|02|Black|1969
390738|SR0606| $33,867.51 |04630|Library Assoc 1|039|Public Library|F|Full Time|005|Para-Professional|M|02|Black|1963
390747|SR1008| $54,248.15 |07323|Librarian 2|039|Public Library|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1958
390761|MAC07C| $33,680.58 |10227|Family Svcs Spec 2|075|Metro Action Commission|F|Full Time|005|Para-Professional|F|02|Black|1970
390762|NS| $36,112.14 |06302|Deputy Clerk & Master I|025|Clerk and Master|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1955
396677|SR080S| $52,366.39 |10719|Crime Lab Evid Recv Tech|031|Police|F|Full Time|006|Administrative Support|M|01|White (Not of Hispanic Origin)|1957
