Pay Grade/Step,Annual Salary,Class .,Title,Current Dept Description,Employment Status,EEO Job Cat,EEO Job Cat Desc,Gender,Ethnic Code,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt Y/N,County
SR105M,51345.77,07733,Compliance Inspector 3,Public Works,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1968,08/01/2002,N,DAVIDSON
SR0807,43145.2,07375,Probation Officer 1,Juvenile Court,Full Time,002,Professionals,F,02,Black,1958,08/01/2002,N,DAVIDSON
TS1203,56345.34,05973,Fire Maint Supv,Fire,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1976,08/01/2002,Y,CHEATHAM
SR0705,36672.57,10123,Office Support Spec 1,Fire,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1951,08/01/2002,N,DAVIDSON
PS0506,57843.23,02534,Fire Inspector 2,Fire,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1968,08/16/2002,N,DAVIDSON
SR0808,44343.57,10124,Office Support Spec 2,Election Commission,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1961,08/05/2002,N,WILSON
SR0506,30269.23,07767,Circulation Asst 2,Public Library,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1955,08/16/2002,N,DAVIDSON
SR1300,70087.58,07295,Engineer 2,Water Services,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1974,08/01/2002,Y,RUTHERFORD
SR0506,30269.23,06311,Homemaker,Social Services,Full Time,005,Para-Professional,F,02,Black,1974,01/09/2006,N,SUMNER
MAC11A,55000,10212,Center Mgr 2,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1967,08/12/2002,Y,DAVIDSON
SR0907,47786.18,10649,Treatment Counselor,Sheriff,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1958,01/01/2005,N,MARSHALL
NS,35355.31,06789,Deputy Clerk 3,County Clerk,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1977,08/02/2002,N,DAVIDSON
SR1300,75973.21,07234,Information Systems Advisor 1,Fire,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1979,08/16/2002,Y,DAVIDSON
SR1006,51316.22,07323,Librarian 2,Public Library,Full Time,002,Professionals,F,02,Black,1975,08/16/2002,Y,DAVIDSON
CO0109,40988.37,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1979,08/16/2002,N,DICKSON
SR0702,33435.72,10614,Security Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1974,08/01/2008,N,DAVIDSON
SR0907,47786.18,10579,Sheriff Releasing Officer,Sheriff,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1965,08/16/2002,N,RUTHERFORD
TG0805,39086.61,07303,Equip Operator 3,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1969,09/01/2002,N,DICKSON
TG063M,33549.34,07329,Maint & Repair Worker 3,Public Works,Full Time,008,Service Maintenance,M,02,Black,1982,09/01/2002,N,DAVIDSON
NS,12480,09020,Seasonal/Part-time/Temporary,Codes Administration,Seasonal,006,Administrative Support,F,02,Black,1976,03/02/2015,N,davidson
SR1300,68680.14,07242,Admin Svcs Mgr,State Trial Courts,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1978,03/10/2003,Y,SUMNER
HD0300,39870.67,10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,02,Black,1957,08/26/2002,N,DAVIDSON
SR1300,65377.35,07346,Human Resources Admin,Human Resources,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1976,12/28/2012,Y,DAVIDSON
SR1300,81620.75,10129,Planning Mgr 1,Planning Commission,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1973,08/26/2002,Y,SUMNER
PS0507,59495.77,07344,Paramedic 2,Fire,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1979,08/16/2002,N,DAVIDSON
PS0508,64817.21,10112,Fire Fighter/Paramedic,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1971,08/16/2002,N,DAVIDSON
PS0507,59495.77,10112,Fire Fighter/Paramedic,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1972,08/16/2002,N,MARSHALL
PS0410,58349.65,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1974,08/16/2002,N,DAVIDSON
SR1103,51665.92,07376,Program Mgr 1,Metropolitan Clerk,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1955,09/01/2002,Y,DAVIDSON
HD0300,58944.57,10758,Public Health Nurse 1,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1960,08/28/2002,N,DAVIDSON
SR0607,34835.58,04630,Library Assoc 1,Public Library,Full Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1964,09/01/2002,N,DAVIDSON
TL0904,43542.66,10168,Water Maint Leader 2,Water Services,Full Time,008,Service Maintenance,M,02,Black,1960,08/19/2002,N,DAVIDSON
TG0703,34494.84,06827,Equip Operator 2,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1980,09/01/2002,N,DICKSON
MAC02A,25231,10216,Custodian,Metro Action Commission,Full Time,008,Service Maintenance,F,02,Black,1974,03/19/2012,N,DAVIDSON
PS0404,50855.99,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,09/01/2002,N,CHEATHAM
SR1000,57180.08,01463,Dental Hygienist 1,Health,Full Time,002,Professionals,F,04,Asian or Pacific Islander,1958,08/30/2002,Y,WILLIAMSON
SR1400,88885.81,06232,Finance Mgr,Finance,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1955,09/01/2002,Y,DAVIDSON
TG1104,43452.19,04930,Signal Tech 2,Public Works,Full Time,003,Technicians,M,02,Black,1953,09/16/2002,N,DAVIDSON
JS0200,51477.95,07790,Judicial Asst 1,State Trial Courts,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1933,09/01/2002,Y,DAVIDSON
SR0905,22001.77,10638,Sheriff Education Coord,Sheriff,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1939,11/15/2009,N,DAVIDSON
MAC01A,23928.47,10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,02,Black,1954,09/09/2002,N,DAVIDSON
SR1400,97869.44,06606,Engineer 3,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1974,09/09/2002,Y,CHEATHAM
SR1300,71261.64,07242,Admin Svcs Mgr,Sheriff,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1964,09/01/2002,Y,
SR1500,134473.01,10398,Chief of Administration,Sheriff,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1964,09/01/2002,Y,DAVIDSON
SR1200,59326.44,03072,Medical Admin Asst 1,Health,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1972,12/30/2002,Y,SUMNER
NS,42740.51,07955,Career Coach-NCAC,NCAC,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1952,08/29/2002,N,DAVIDSON
NS,37315.46,06505,Deputy Criminal Ct Clerk 4,Criminal Court Clerk,Full Time,006,Administrative Support,F,02,Black,1984,09/12/2002,N,DAVIDSON
SR094M,45118.21,07732,Compliance Inspector 2,Public Works,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1977,09/16/2002,N,MAURY
SR0800,37896.46,06631,Food Inspector 1,Health,Full Time,001,Officials and Administrators,F,02,Black,1987,03/31/2012,N,DAVIDSON
SR1001,43986.4,07323,Librarian 2,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1979,09/20/2010,Y,DAVIDSON
SR0800,45173.88,10336,Records Management Analyst,Health,Full Time,002,Professionals,F,02,Black,1963,09/16/2002,N,DAVIDSON
HD0300,41584.53,10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1957,09/16/2002,N,SUMNER
SR0606,33867.51,10122,Office Support Rep 3,Assessor of Property,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1955,09/16/2002,N,DAVIDSON
SR0900,44319.32,10479,Information Sys Oper Tech 2,Information Technology Service,Full Time,003,Technicians,F,02,Black,1978,09/16/2002,N,DAVIDSON
TG1104,43452.19,04930,Signal Tech 2,Public Works,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1975,10/01/2002,N,ROBERTSON
JS0300,57896.01,07791,Judicial Asst 2,State Trial Courts,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1962,10/01/2002,Y,DAVIDSON
SR0503,27675.28,06085,Concessions Clerk 2,Parks,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1956,05/16/2006,N,DAVIDSON
SR0705,27504.36,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1958,10/01/2002,N,DAVIDSON
SR0705,36672.57,10123,Office Support Spec 1,Water Services,Full Time,006,Administrative Support,F,02,Black,1975,10/18/2008,N,DAVIDSON
SR0903,42476.72,10103,Application Tech 3,Finance,Full Time,003,Technicians,M,02,Black,1964,03/03/2003,N,RUTHERFORD
SR0603,30963.3,10122,Office Support Rep 3,Codes Administration,Full Time,006,Administrative Support,F,04,Asian or Pacific Islander,1960,08/22/2011,N,DAVIDSON
SR0905,45131.45,06034,Program Coord,Sheriff,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1959,10/01/2002,N,WILSON
SR0706,37751.52,02901,Library Assoc 2,Public Library,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1979,09/30/2002,N,DAVIDSON
SR1008,54248.15,06123,Historic Preservationist 1,Historical Commission,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1967,10/01/2002,Y,SUMNER
NS,5188.98,09020,Seasonal/Part-time/Temporary,Trustee,Seasonal,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1980,10/29/2014,N,DAVIDSON
SR0703,34514.67,10123,Office Support Spec 1,Sheriff,Full Time,006,Administrative Support,F,02,Black,1977,10/01/2002,N,DAVIDSON
HD0300,41850.89,10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,02,Black,1967,09/30/2002,N,DAVIDSON
HD0300,41850.89,10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1979,09/30/2002,N,DAVIDSON
TG065M,36182.04,07329,Maint & Repair Worker 3,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1970,10/01/2002,N,DAVIDSON
TG1104,43452.19,06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,M,02,Black,1974,10/01/2002,N,DAVIDSON
NS,31108,06788,Deputy Clerk 2,County Clerk,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1958,09/23/2002,N,DAVIDSON
SP0103,8763.3,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1968,10/02/2002,N,DAVIDSON
SR1400,110404.23,10744,Health Manager 3,Health,Full Time,002,Professionals,M,02,Black,1966,10/01/2002,Y,DAVIDSON
HD0500,69480.18,10760,Public Health Nurse 3,Health,Full Time,002,Professionals,F,02,Black,1964,09/30/2009,Y,DAVIDSON
NS,50400,,.,Circuit Court Satellite,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1962,09/01/2014,N,DAVIDSON
HD0700,78712.64,10761,Public Health Nurse 4,Health,Full Time,001,Officials and Administrators,F,04,Asian or Pacific Islander,1978,10/07/2002,Y,SUMNER
SR0600,36882.93,10122,Office Support Rep 3,Health,Full Time,006,Administrative Support,M,02,Black,1962,10/07/2002,N,DAVIDSON
SR1004,48382.88,07380,Program Spec 3,Parks,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1976,09/27/2002,Y,DAVIDSON
RP1005,16473.6,09102,Part Time Worker 3,Parks,Part Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1984,09/27/2002,N,DAVIDSON
SR1500,92354,04674,Attorney 3,Law,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1971,02/05/2007,Y,DAVIDSON
NS,27912.5,06787,Deputy Clerk 1,County Clerk,Full Time,006,Administrative Support,M,02,Black,1950,05/07/2012,N,DAVIDSON
SR0808,44343.56,10473,Information Sys Media Tech 1,Information Technology Service,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1953,10/16/2002,N,WILLIAMSON
SR0607,26126.88,07378,Program Spec 1,Public Library,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1978,10/16/2002,N,DAVIDSON
SR0805,40748.48,10745,WO Orders of Prot/Dis Op-DCSO,Sheriff,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1964,10/16/2002,N,COFFEE
TS0905,54581.01,06188,Treatment Plant Shift Operator,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1953,10/21/2002,N,DAVIDSON
TG035M,29122.69,02799,Maint & Repair Worker 1,Public Works,Full Time,008,Service Maintenance,M,03,Hispanic,1948,10/16/2002,N,DAVIDSON
SR0703,34514.67,07365,Police Operations Coord 1,Police,Full Time,006,Administrative Support,M,02,Black,1983,07/01/2005,N,DAVIDSON
SR1300,77407.72,07242,Admin Svcs Mgr,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1951,07/01/2009,Y,DAVIDSON
PS0503,56058.74,02534,Fire Inspector 2,Fire,Full Time,001,Officials and Administrators,M,02,Black,1977,10/16/2002,N,DAVIDSON
ET0405,49850.26,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1976,10/16/2002,N,DAVIDSON
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1979,08/01/2010,N,CHEATHAM
SR0805,40748.48,10102,Application Tech 2,Finance,Full Time,003,Technicians,F,02,Black,1962,11/01/2002,N,DAVIDSON
ET0405,49850.26,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1971,10/16/2002,N,DAVIDSON
TL0703,37797.3,07325,Maint & Repair Leader 1,Public Works,Full Time,008,Service Maintenance,M,02,Black,1981,11/01/2002,N,DAVIDSON
SR1300,65127.16,04855,Library Mgr 3,Public Library,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1977,01/29/2007,Y,DAVIDSON
SR1006,51316.22,07323,Librarian 2,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1978,11/01/2002,Y,DAVIDSON
SR1200,56005.17,00480,Attorney 1,Law,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1987,10/25/2012,Y,DAVIDSON
NS,14111.72,10123,Office Support Spec 1,General Sessions Court,Part Time,006,Administrative Support,F,03,Hispanic,1973,11/01/2002,N,DAVIDSON
SR0800,41068.25,10473,Information Sys Media Tech 1,Information Technology Service,Full Time,002,Professionals,M,02,Black,1973,11/01/2002,N,DAVIDSON
SR1400,77015.8,06606,Engineer 3,Public Works,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1969,11/01/2002,Y,SUMNER
SR1300,69523.23,10108,Finance Admin,Finance,Full Time,001,Officials and Administrators,F,02,Black,1973,11/01/2002,Y,DAVIDSON
TL0903,41936.67,10168,Water Maint Leader 2,Water Services,Full Time,008,Service Maintenance,M,02,Black,1971,11/01/2002,N,
SR1109,61350.88,07376,Program Mgr 1,Sheriff,Full Time,002,Professionals,F,03,Hispanic,1955,11/06/2002,Y,DAVIDSON
SR1400,83137.77,07318,Info Systems Div Mgr,Information Technology Service,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1965,11/11/2002,Y,DAVIDSON
SR1400,77014.95,06606,Engineer 3,Public Works,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1951,11/01/2002,Y,DAVIDSON
MAC05A,29535.1,10210,Bus Driver,Metro Action Commission,Full Time,008,Service Maintenance,M,02,Black,1962,11/11/2002,N,DAVIDSON
TG035M,29122.69,02799,Maint & Repair Worker 1,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1981,11/16/2002,N,HICKMAN
SR0507,31133.89,06311,Homemaker,Social Services,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1958,11/16/2002,N,DAVIDSON
SR0905,45131.45,07260,Social Worker 2,District Attorney,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1979,11/18/2002,Y,WILLIAMSON
SR0705,36672.57,10163,Service Rep 2,Water Services,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1971,11/25/2002,N,DAVIDSON
SR1400,75877.64,07734,Contract Admin,Social Services,Full Time,002,Professionals,M,02,Black,1956,12/01/2002,Y,DAVIDSON
SR0600,35483.35,07378,Program Spec 1,Health,Full Time,002,Professionals,F,03,Hispanic,1961,02/16/2003,N,DAVIDSON
SR1105,54894.24,10459,Combination Codes Inspector,Codes Administration,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1950,12/01/2002,N,DAVIDSON
SR0907,47786.18,06922,Property Stan Insp 1,Codes Administration,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1971,12/01/2002,N,CHEATHAM
CM00,15000,01334,Council Member,Metropolitan Council,Elected,000,Elected Officials,M,01,White (Not of Hispanic Origin),1951,11/16/2002,Y,DAVIDSON
SR1100,52554.35,07753,Professional Spec,General Services,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1982,11/16/2002,Y,ROBERTSON
HD0300,39475.91,10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,02,Black,1954,12/01/2002,N,DAVIDSON
HD0300,39179.03,10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,02,Black,1958,12/01/2002,N,SUMNER
TG035M,29122.69,02799,Maint & Repair Worker 1,Public Works,Full Time,008,Service Maintenance,M,02,Black,1962,12/01/2002,N,DAVIDSON
TL0705,40896.18,07325,Maint & Repair Leader 1,Public Works,Full Time,008,Service Maintenance,M,02,Black,1978,12/16/2002,N,DAVIDSON
TG064M,34830.74,07329,Maint & Repair Worker 3,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1958,12/01/2002,N,SUMNER
PS0402,47774.61,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,F,02,Black,1983,11/16/2002,N,DAVIDSON
ET0405,49850.26,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1976,09/10/2007,N,DAVIDSON
ET0405,49850.26,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,006,Administrative Support,F,02,Black,1977,12/01/2002,N,RUTHERFORD
SR1200,68689.53,03072,Medical Admin Asst 1,Health,Full Time,002,Professionals,F,02,Black,1953,12/09/2002,Y,WILSON
SR0905,45131.45,07241,Admin Asst,Finance,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1971,12/01/2002,N,SUMNER
SR1200,53218.92,07245,Admin Svcs Officer 4,Farmer's Market,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1961,03/17/2014,Y,DAVIDSON
TG1102,40172.35,06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,M,02,Black,1982,12/05/2002,N,DAVIDSON
SR0510,33727.85,10121,Office Support Rep 2,Water Services,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1969,12/01/2002,N,DAVIDSON
SR1200,56184.64,06874,Human Resources Analyst 3,Human Resources,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1942,01/01/2003,Y,DAVIDSON
TG0803,36349.64,07303,Equip Operator 3,Public Works,Full Time,008,Service Maintenance,M,02,Black,1964,12/16/2002,N,DAVIDSON
SR1200,61045.64,07245,Admin Svcs Officer 4,General Services,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1969,12/16/2002,Y,SUMNER
SR0807,43145.2,07375,Probation Officer 1,Juvenile Court,Full Time,002,Professionals,M,02,Black,1975,01/16/2003,N,DAVIDSON
SR0800,48142.48,06567,Commun Disease Investigator,Health,Full Time,002,Professionals,F,02,Black,1971,12/30/2002,N,DAVIDSON
SR0406,26967.35,10120,Office Support Rep 1,Juvenile Court Clerk,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1970,12/16/2002,N,DAVIDSON
MAC11A,50419.19,10212,Center Mgr 2,Metro Action Commission,Full Time,002,Professionals,M,02,Black,1976,01/26/2015,N,DAVIDSON
TL1104,47908.24,07802,Treatment Plant Tech 3,Water Services,Full Time,007,Skilled Craft Workers,F,02,Black,1964,12/30/2002,N,DAVIDSON
SR0907,47786.18,06910,Mech/Gas Inspector 1,Codes Administration,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1944,01/01/2003,N,HICKMAN
